原文	訂正	個別評価	評価
シンガポール在住の日本人はみんなBukit Timah Roadに住んでいるというステレオタイプがあります。	シンガポール在住の日本人は、みんな八重山ＤｏｍｉｎｏTargetに住んでいるというステレオタイプがあります。	"1,1,1"	1.0
直ぐに職に就かない人は、未来に企業から内定をもらうことは可能性を減らします。	直ぐに職に就いていない人は、未来に企業から内定をもらうことは可能性を減らします。	"3,3,3"	3.0
もちろん、オーストラリアでも高級があるが・・・その日本の天下りの地位はないようだ。	もちろん、オーストラリアでも高級があるが・・・その日本の趣きの地位はないようだ。	"1,1,4"	2.0
そのわるい元労相だな・・・	そのわるい元の格好だな・・・	"1,1,4"	2.0
すごく変な言外の意味があります。	すごく変な言外の意味があります。	"4,4,3"	3.6666666666666665
あんの時、本当にお役に立ったんだって。	撒く時、本当にお役に立ったんだって。	"1,1,1"	1.0
ともだち？	ともだち？	"4,4,4"	4.0
先週は面接のために入れなかった、	先週は面接を受けなかった、	"1,2,1"	1.3333333333333333
そこに出るお母さんと娘の関係がうちのとは非常に似ていてびっくりした。	そこに出るお母さんと娘の関係がうちのとは非常に似ていてびっくりした。	"4,4,4"	4.0
にじゅういっさいことが好き。	にじゅういっさいすることが好き。	"1,2,3"	2.0
全部で、僕を含めて、ネクタイをもらったのは３人でした。	全部で、僕を含めて、ネクタイをもらったのは３人でした。	"4,4,4"	4.0
実には、全ては第一と第二年で与えられて、第三年は改訂一種ですからとても大変と思いますが、大学に入ると皆さんは安心します。	実は、全ては第一と第二年で与えられて、三年は改訂一種ですからとても大変だと思いますが、大学に入ると皆さんは安心します。	"2,3,2"	2.3333333333333335
今日のこの夏の午後は一枚の美しい絵となって私の心の奥に焼き付く。	今日のこの夏の午後は一枚の美しい絵となって私の心の奥に焼き付く。	"4,4,4"	4.0
素晴らしいだった。	素晴らしかった。	"4,4,4"	4.0
チャンスがあれば、バイリンガル学校で教えられるほうがいいと思う。	チャンスがあれば、バイリンガル学校で教えたほうがいいと思う。	"1,3,1"	1.6666666666666667
私の特別な夢は獣医になることです。	私の特別な夢は獣医になることです。	"4,4,4"	4.0
このブログは台湾のことを紹介しているブログです。	このブログは台湾について紹介しているブログです。	"3,4,4"	3.6666666666666665
今からまた80時間くらい、今年が終わる。	今からまた80時間くらい、今年が終わる。	"2,3,3"	2.6666666666666665
いるうるさいなおばさんの同僚がそばにいますし、それに私の努力はあほみたい	うるさいおばさんの同僚がそばにいますし、それに私の努力はあほみたい	"2,3,3"	2.6666666666666665
今日曇った天気かため、ねいちゃんと一緒にショッピングしたけど、思ったよりも楽しくなかった。	今日曇った天気かため、ねいちゃんと一緒にショッピングしたけど、思ったよりも楽しくなかった。	"2,2,2"	2.0
例えば単語を覚えなくなったり、文法がわかれなくなったり、前文が暗誦できなかっていた。	例えば単語を覚えなくなったり、文法がわからなくなったり、前文が暗誦できなかった。	"4,4,4"	4.0
ビジネスマンにも、オフィスを休むことが難しくなせる。	ビジネスマンにも、オフィスを休むことは難しくなる。	"4,4,4"	4.0
今週に英語の話すときは間違えは多い。	今週に英語の話すときは間違えは多い。	"2,4,2"	2.6666666666666665
美味しいですよ。	美味しかったですよ。	"3,3,4"	3.3333333333333335
学校に行くのは疲れるんだね。	学校に行くのは疲れるんだね。	"4,4,4"	4.0
今から貯金することにしました。	今日から貯金することにしました。	"3,3,3"	3.0
小学校で学生には数学、ポルトガル語、理科、歴史、地理学、幾何学、体育、そしても哲学があります。	小学校で学生は数学、ポルトガル語、理科、歴史、地理学、幾何学、体育、そして哲学があります。	"4,4,4"	4.0
本当に嬉しいです。	本当に嬉しいです。	"4,4,4"	4.0
このように湿度が高いの天気には気分もじめじめしていそうだ。	このように湿度が高い天気は気分もじめじめしていそうだ。	"4,4,4"	4.0
しかし、資本主義社会ではお金がない人たちはうれしい生活を強いられて、満足な生活を送ることができません。	しかし、資本主義社会ではお金がない人たちはうれしい生活を送ってくれて、満足な生活を送ることができません。	"1,2,1"	1.3333333333333333
私はフィリピンの友達と家族を会いたいです。	私はフィリピンの友達と家族に会いたいです。	"4,4,4"	4.0
それ後、マクドナルドへ行って、ご飯を食べながら日本語の単語を覚える。	それから、マクドナルドへ行って、ご飯を食べながら日本語の単語を覚える。	"4,4,3"	3.6666666666666665
父と母は毎日まじめに働きました。	父と母は毎日まじめに働きました。	"4,4,4"	4.0
エスペラントを学ぶなら海外に行くこと出来ます。	エスペラントを学んだら海外に行くことが出来ます。	"2,4,1"	2.3333333333333335
上司に無視されました。	上司に無視されました。	"4,4,4"	4.0
2008年7月から比べ大幅な増加示します。	2008年7月から比べ大幅に増加します。	"4,4,4"	4.0
1杯だけ足りません、じゃ、もう1杯、やはり無理です。	1杯だけで足りません、じゃ、もう1杯、やはり無理です。	"2,4,4"	3.3333333333333335
いじめ問題は本当に怖くて、私はそんなことを会わないでよっかたと思います。	いじめ問題は本当に怖くて、私はそんなことを会わないでよかったと思います。	"4,3,2"	3.0
その劇の名は「いつか」と言いました。	その劇の名は「いつか」と言いました。	"4,4,4"	4.0
難しいで、多い「もも」があるが、　でも出来ました！	難しくて、多く「もも」があるが、でも出来ました！	"4,4,4"	4.0
ですけど、政治家はメディアに反対するそうだ。	ですけど、政治家はメディアに反対するそうだ。	"4,4,4"	4.0
これは私のドラッグについて意見文だ。	これは私のドラッグについて意見文だ。	"4,3,4"	3.6666666666666665
なので、私はLang-8の読み手に同じ挑戦を渡します。	なので、私はLang-8の読者に同じ挑戦をします。	"4,3,3"	3.3333333333333335
私のおととの話す間に彼の言う事が分からなかった。	私のおととの話す間に彼の言う事が分からなかった。	"2,4,4"	3.3333333333333335
