原文	訂正	個別評価	評価
僕はAmebaアカウントを作ったばかりっす。	僕はAmebaアカウントを作ったばかりっす。	"4,3,3"	3.3333333333333335
私がハイスクールを終えるべき時頃です。	私がハイスクールを終える時期です。	"4,4,4"	4.0
聞き取りの能力が重要なのを感じがします。	聞き取りの能力が重要なのを感じます。	"4,4,4"	4.0
まだ元気はずです！	まだ元気はずです！	"3,2,4"	3.0
モスクワで普通新婚夫婦は赤の広場に行って、永遠の火に花を捧げています。	モスクワで普通新婚夫婦は赤い広場に行って、永遠の火に花を捧げています。	"3,4,3"	3.3333333333333335
もう一ヶ月もかけていたずっと練習したのに、自分が本当は馬鹿みたいで、皆の前で恥をかけました。	もう一ヶ月もかけていた間ずっと練習したのに、自分は本当は馬鹿みたいで、皆の前で恥をかけました。	"1,4,2"	2.3333333333333335
春節は一番大切なお祝い日だから、皆はせめて春節の時に実家に帰って、家族と一緒に過ごしたいです。	春節は一番大切なお祝い日だから、皆はせめて春節の時に実家に帰って、家族と一緒に過ごしたいです。	"4,4,3"	3.6666666666666665
私の日本語の勉強は2月から始めまして。	私の日本語の勉強は2月から始まりました。	"4,4,4"	4.0
別に生きている理由を作りたいのではないが、	別に生きている理由を作りたいのではないが、	"3,3,3"	3.0
まるで悪魔のように。	まるで悪魔のように。	"4,4,4"	4.0
友達と彼氏もう十年以上付き合いました。	友達と彼氏はもう十年以上付き合っていました。	"4,4,4"	4.0
昨日グアルーリョスのおばは僕に電話をかけました。	昨日グアルーリョスのおばは僕に電話をかけました。	"4,4,4"	4.0
http://www.youtube.com/watch?v=2Fz3zFqLc3E&feature=feedu	http:/www.youtube.com/watch?v=2Fz3zFqLc3E&feature=feedu	"0,0,0"	0
たくさん人があっカーしているですから。	たくさん人があっカーしているからです。	"2,4,0"	3.0
今は昔、男は本屋に開けた。	今は昔、男は本屋を開けた。	"3,4,4"	3.6666666666666665
私たちは土曜日に大きいパーティーを開いています。	私たちは土曜日に大きいパーティーを開いています。	"4,4,4"	4.0
それでコメントを書くことを試してみましたけど、その面にも無能になったみたいです。	それでコメントを書くことを試してみましたけど、その面でも無能になってしまったみたいです。	"4,4,2"	3.3333333333333335
正直、この子は・・・ただの馬鹿かもしれません。	正直、この子は・・・ただの馬鹿みたいかもしれません。	"1,2,2"	1.6666666666666667
でも、午前１０時半まで大学に着きました。	でも、午前１０時半に大学に着きました。	"4,4,4"	4.0
ちょうど良かったのは私のクラスメイトの中にひとりの女の子は船長と同じ村の人です、彼女は「あのおじさん！	ちょうど良かったのは私のクラスメイトの中にひとりの女の子は船長と同じ村の人です、彼女は「あのおじさん！	"2,2,2"	2.0
このままだったら、私は何を為、生きているのを分からないまま生きているかも知れない。	このままだったら、私は何を為、生きているのを分からないまま生きているかも知れない。	"3,3,3"	3.0
家で日本語を勉強した方が楽しいいです！	家で日本語を勉強した方が楽しいです！	"4,4,4"	4.0
この文章はキャノン杯スピーチ特訓班の発表のテーマとして、書いています。	この文章はキャノン杯スピーチ特訓班の発表のテーマとして、書いています。	"4,4,4"	4.0
すべての学科を教えています。	すべての学科を教えています。	"4,4,4"	4.0
日本の教育制度が批判的にけんさをせされて、社会のえいきょうは日本人がさせられる。	日本の教育制度が批判的にけんされて、社会のえいきょうは日本人にさせられる。	"1,2,1"	1.3333333333333333
対話練習の対象はないし、書くことも出来ない。	会話練習の対象はないし、書くことも出来ない。	"3,4,4"	3.6666666666666665
彼らの瞳は話されている。	彼らの瞳は話されています。	"3,4,3"	3.3333333333333335
もし友達は結婚すれば本当に心配です	もし友達が結婚すれば本当に心配です	"3,3,3"	3.0
各形態の日本文化が中国に流入してきました。	各形態の日本文化が中国に流入しました。	"4,4,4"	4.0
あ、ほとんど忘れてしまいました。	あ、ほとんど忘れてしまいました。	"4,4,4"	4.0
だから私は別の本はMangaMoodsと呼ばれる借りた。	だから私は別の本はトリッキングと呼ばれる借りた。	"1,1,1"	1.0
月刊の新聞です。	月刊の新聞です。	"4,4,4"	4.0
1932年から、チッソ株式会社はたくさんアセトアルデヒドを生成していた。	1932年から、チッソ株式会社はたくさんアセトアルデートを生成していた。	"1,1,3"	1.6666666666666667
（封印されていたので驚きました？）	（封印されたので驚きました？）	"1,4,3"	2.6666666666666665
水俣病は神経学的症候群だので、病気の症状は運動失調や失明や難聴だ。	水俣病は神経学的症候群なので、病気の症状は運動失調や失明や難聴だ。	"4,4,4"	4.0
中国料理のほうが好きです。	中国料理のほうが好きです。	"4,4,4"	4.0
得点を全体良いでした。	得点を全体良いでした。	"1,2,3"	2.0
本とか雑誌とか映画とかで日本語を接触する。	本とか雑誌とか映画とかで日本語を接触する。	"2,3,4"	3.0
仕事は技術サポータので、今週も休暇することができません。	仕事は技術がないので、今週も休暇することができません。	"1,1,1"	1.0
このアルバイトを本当に楽しみにします。	このアルバイトを本当に楽しみにしています。	"4,4,3"	3.6666666666666665
それに反して、日本人はどんな時もカバンをもっている。	それに対して、日本人はどんな時もカバンをもっている。	"4,4,4"	4.0
私たちわ　五日間　過ごした　最初の三日間　雨が　非常に　降って　大変でした。	私たちわ　五日間　過ごした　最初の三日間　雨が　非常に　降って　大変でした。	"2,3,2"	2.3333333333333335
例えば、まだ,ヤンキーが人気な反抗の文化で、アメリカの‘yankee’という単語から作られる。	例えば、まだ,ヤンキーが人気な反抗の文化で、アメリカの‘yankee’という単語から作られている。	"4,4,3"	3.6666666666666665
もし、年齢に関係なくみんなが使えるカバンが作れたら、金持ちになるかもしれない。	もし、年齢に関係なくみんなが使えるカバンを作れたら、金持ちになるかもしれない。	"4,4,4"	4.0
今日は大学に行きました。	今日は大学に行きました。	"4,4,4"	4.0
気象庁は宮城県沿岸に津波警報を発令、青森県の太平洋沿岸と岩手、福島、茨城各県の沿岸には津波注意報を発令しました。	気象庁は宮城県沿岸に津波警報を発令、青森県の太平洋沿岸と岩手、福島、茨城恩納の沿岸には津波注意報を発令しました。	"1,1,1"	1.0
もちろん、私も故郷のうまい料理をしみじみ楽しんでいた！	もちろん、私も故郷のおいしい料理をしみじみ楽しんでいた！	"4,4,4"	4.0
これはガリレオというドラマの映画版です。	これはガリレオというドラマの映画です。	"3,4,3"	3.3333333333333335
母の手料理は一番です！	母の手料理が一番です！	"4,4,4"	4.0
そしてこの後輩は試験中で、	そしてこの後輩は試験中で、	"3,3,3"	3.0
水銀は日本の化学会社の排水から見つけた。	水銀は日本の化学会社の排水を見つけた。	"1,4,2"	2.3333333333333335
私のこの二番年を勉強しています　でも私はたくさんの間違いをします。	私のこの二番を勉強しています。でも私はたくさんの間違いをします。	"4,2,1"	2.3333333333333335
